player_id,name,role,dimension,top_drivers
120853,F. Sassi,Midfielder,retention,lost_ball x20 (-20.0); accurate_pass x128 (+12.8); att_duel_lost x2 (-1.0)
50102,F. Sch\u00e4r,Defender,chance_creation,pass_into_box x2 (+3.0)
50102,F. Sch\u00e4r,Defender,defensive_disruption,clearance x11 (+16.5); sliding_tackle_won x3 (+7.5)
50102,F. Sch\u00e4r,Defender,finishing,shot_off_target x1 (-0.3)
50102,F. Sch\u00e4r,Defender,goal_protection,own_box_clearance x8 (+8.0)
50102,F. Sch\u00e4r,Defender,progression,final_third_entry x14 (+42.0); forward_pass_small x119 (+17.9); pass_into_box x2 (+8.0)
50102,F. Sch\u00e4r,Defender,recovery,interception x13 (+39.0); def_duel_won x7 (+14.0); loose_ball_won x5 (+5.0)
50102,F. Sch\u00e4r,Defender,retention,lost_ball x28 (-28.0); accurate_pass x173 (+17.3); dangerous_lost x1 (-3.0)
50102,F. Sch\u00e4r,Defender,transition,counter_action x2 (+4.0)
101707,F. Smolov,Forward,chance_creation,pass_into_box x3 (+4.5); key_pass x1 (+4.0); accurate_cross x2 (+2.0)
101707,F. Smolov,Forward,finishing,shot_on_target x1 (+2.0); shot_off_target x1 (-0.3)
101707,F. Smolov,Forward,progression,pass_into_box x3 (+12.0); line_breaking x2 (+6.0); forward_carry x4 (+6.0)
101707,F. Smolov,Forward,recovery,interception x5 (+15.0); loose_ball_won x7 (+7.0); def_duel_lost x5 (-2.5)
101707,F. Smolov,Forward,retention,lost_ball x14 (-14.0); accurate_pass x53 (+5.3); att_duel_lost x10 (-5.0)
101707,F. Smolov,Forward,transition,counter_action x2 (+4.0)
25770,F. Thauvin,Forward,retention,accurate_pass x1 (+0.1)
285491,F. Uzoho,Goalkeeper,defensive_disruption,clearance x2 (+3.0)
285491,F. Uzoho,Goalkeeper,goal_protection,reflex_save x7 (+35.0); save x3 (+12.0); own_box_clearance x2 (+2.0)
285491,F. Uzoho,Goalkeeper,progression,final_third_entry x6 (+18.0); forward_pass_small x27 (+4.0); failed_progressive x3 (-1.2)
285491,F. Uzoho,Goalkeeper,recovery,interception x3 (+9.0); loose_ball_won x1 (+1.0)
285491,F. Uzoho,Goalkeeper,retention,lost_ball x10 (-10.0); accurate_pass x27 (+2.7)
285491,F. Uzoho,Goalkeeper,transition,keeper_launch x15 (+22.5)
40707,F\u00e1gner,Defender,chance_creation,key_pass x2 (+8.0); pass_into_box x4 (+6.0); accurate_cross x5 (+5.0)
40707,F\u00e1gner,Defender,defensive_disruption,clearance x5 (+7.5); sliding_tackle_won x2 (+5.0)
40707,F\u00e1gner,Defender,goal_protection,own_box_clearance x5 (+5.0)
40707,F\u00e1gner,Defender,progression,final_third_entry x22 (+66.0); forward_pass_small x110 (+16.5); pass_into_box x4 (+16.0)
40707,F\u00e1gner,Defender,recovery,interception x17 (+51.0); def_duel_won x8 (+16.0); def_duel_lost x20 (-10.0)
40707,F\u00e1gner,Defender,retention,lost_ball x25 (-25.0); accurate_pass x179 (+17.9); att_duel_lost x2 (-1.0)
40707,F\u00e1gner,Defender,transition,counter_action x1 (+2.0)
122623,Fahad Al Muwallad,Forward,chance_creation,pass_into_box x1 (+1.5)
122623,Fahad Al Muwallad,Forward,finishing,shot_off_target x1 (-0.3)
122623,Fahad Al Muwallad,Forward,progression,pass_into_box x1 (+4.0); failed_progressive x2 (-0.8); forward_pass_small x4 (+0.6)
122623,Fahad Al Muwallad,Forward,recovery,interception x2 (+6.0); def_duel_lost x4 (-2.0); loose_ball_won x1 (+1.0)
122623,Fahad Al Muwallad,Forward,retention,lost_ball x6 (-6.0); att_duel_lost x5 (-2.5); accurate_pass x14 (+1.4)
122623,Fahad Al Muwallad,Forward,transition,counter_action x2 (+4.0)
105339,Fernandinho,Midfielder,chance_creation,pass_into_box x2 (+3.0); accurate_cross x1 (+1.0)
105339,Fernandinho,Midfielder,defensive_disruption,clearance x1 (+1.5)
105339,Fernandinho,Midfielder,finishing,shot_off_target x1 (-0.3); shot_blocked x2 (+0.0)
105339,Fernandinho,Midfielder,goal_protection,own_box_clearance x1 (+1.0)
105339,Fernandinho,Midfielder,progression,final_third_entry x11 (+33.0); forward_pass_small x66 (+9.9); pass_into_box x2 (+8.0)
105339,Fernandinho,Midfielder,recovery,interception x19 (+57.0); def_duel_lost x10 (-5.0); def_duel_won x2 (+4.0)
105339,Fernandinho,Midfielder,retention,accurate_pass x104 (+10.4); lost_ball x10 (-10.0); att_duel_lost x3 (-1.5)
105339,Fernandinho,Midfielder,transition,counter_action x5 (+10.0)
3434,Filipe Luis,Defender,chance_creation,pass_into_box x2 (+3.0); accurate_cross x1 (+1.0)
3434,Filipe Luis,Defender,defensive_disruption,clearance x1 (+1.5)
3434,Filipe Luis,Defender,finishing,shot_on_target x1 (+2.0)
3434,Filipe Luis,Defender,goal_protection,own_box_clearance x1 (+1.0)
3434,Filipe Luis,Defender,progression,final_third_entry x10 (+30.0); forward_pass_small x56 (+8.4); pass_into_box x2 (+8.0)
3434,Filipe Luis,Defender,recovery,interception x7 (+21.0); def_duel_won x7 (+14.0); def_duel_lost x9 (-4.5)
3434,Filipe Luis,Defender,retention,lost_ball x15 (-15.0); accurate_pass x98 (+9.8); att_duel_lost x2 (-1.0)
7887,G. Cahill,Defender,defensive_disruption,clearance x1 (+1.5)
7887,G. Cahill,Defender,goal_protection,own_box_clearance x1 (+1.0)
7887,G. Cahill,Defender,progression,final_third_entry x2 (+6.0); forward_pass_small x28 (+4.2); failed_progressive x1 (-0.4)
7887,G. Cahill,Defender,recovery,interception x3 (+9.0); def_duel_won x2 (+4.0); def_duel_lost x1 (-0.5)
7887,G. Cahill,Defender,retention,accurate_pass x41 (+4.1); lost_ball x1 (-1.0)
354043,G. Chaalali,Midfielder,defensive_disruption,sliding_tackle_won x1 (+2.5)
354043,G. Chaalali,Midfielder,finishing,shot_blocked x1 (+0.0)
354043,G. Chaalali,Midfielder,progression,final_third_entry x7 (+21.0); forward_pass_small x33 (+5.0); failed_progressive x4 (-1.6)
354043,G. Chaalali,Midfielder,recovery,interception x4 (+12.0); def_duel_lost x8 (-4.0); def_duel_won x2 (+4.0)
354043,G. Chaalali,Midfielder,retention,lost_ball x11 (-11.0); accurate_pass x63 (+6.3); dangerous_lost x1 (-3.0)
354043,G. Chaalali,Midfielder,transition,counter_action x6 (+12.0)
213364,G. De Arrascaeta,Midfielder,chance_creation,pass_into_box x2 (+3.0); accurate_cross x1 (+1.0)
213364,G. De Arrascaeta,Midfielder,defensive_disruption,clearance x1 (+1.5)
213364,G. De Arrascaeta,Midfielder,progression,final_third_entry x3 (+9.0); pass_into_box x2 (+8.0); forward_pass_small x19 (+2.8)
213364,G. De Arrascaeta,Midfielder,recovery,interception x2 (+6.0); loose_ball_won x2 (+2.0); def_duel_lost x2 (-1.0)
213364,G. De Arrascaeta,Midfielder,retention,lost_ball x6 (-6.0); accurate_pass x38 (+3.8); att_duel_lost x4 (-2.0)
59083,G. G\u00f3mez,Midfielder,defensive_disruption,clearance x2 (+3.0)
59083,G. G\u00f3mez,Midfielder,finishing,shot_on_target x1 (+2.0)
59083,G. G\u00f3mez,Midfielder,goal_protection,own_box_clearance x2 (+2.0)
59083,G. G\u00f3mez,Midfielder,progression,final_third_entry x8 (+24.0); forward_pass_small x64 (+9.6); failed_progressive x5 (-2.0)
59083,G. G\u00f3mez,Midfielder,recovery,interception x12 (+36.0); def_duel_won x5 (+10.0); loose_ball_won x6 (+6.0)
59083,G. G\u00f3mez,Midfielder,retention,accurate_pass x102 (+10.2); lost_ball x7 (-7.0)
59083,G. G\u00f3mez,Midfielder,transition,counter_action x2 (+4.0)
125286,G. Gonz\u00e1lez,Defender,defensive_disruption,clearance x9 (+13.5); sliding_tackle_won x1 (+2.5)
125286,G. Gonz\u00e1lez,Defender,finishing,shot_on_target x1 (+2.0); shot_off_target x1 (-0.3)
125286,G. Gonz\u00e1lez,Defender,goal_protection,own_box_clearance x7 (+7.0)
125286,G. Gonz\u00e1lez,Defender,progression,final_third_entry x8 (+24.0); forward_pass_small x54 (+8.1); failed_progressive x3 (-1.2)
125286,G. Gonz\u00e1lez,Defender,recovery,interception x16 (+48.0); loose_ball_won x4 (+4.0); def_duel_won x2 (+4.0)
125286,G. Gonz\u00e1lez,Defender,retention,accurate_pass x76 (+7.6); lost_ball x7 (-7.0)
94650,G. Haraguchi,Midfielder,defensive_disruption,clearance x5 (+7.5)
94650,G. Haraguchi,Midfielder,finishing,goal x1 (+8.0); shot_off_target x2 (-0.6)
94650,G. Haraguchi,Midfielder,goal_protection,own_box_clearance x4 (+4.0)
94650,G. Haraguchi,Midfielder,progression,final_third_entry x5 (+15.0); forward_pass_small x27 (+4.0); failed_progressive x1 (-0.4)
94650,G. Haraguchi,Midfielder,recovery,interception x13 (+39.0); def_duel_won x6 (+12.0); def_duel_lost x9 (-4.5)
94650,G. Haraguchi,Midfielder,retention,lost_ball x10 (-10.0); accurate_pass x70 (+7.0); att_duel_lost x9 (-4.5)
94650,G. Haraguchi,Midfielder,transition,counter_action x1 (+2.0)
3323,G. Higua\u00edn,Forward,chance_creation,key_pass x1 (+4.0); pass_into_box x2 (+3.0)
3323,G. Higua\u00edn,Forward,defensive_disruption,clearance x1 (+1.5)
3323,G. Higua\u00edn,Forward,finishing,shot_on_target x2 (+4.0); shot_off_target x1 (-0.3)
3323,G. Higua\u00edn,Forward,goal_protection,own_box_clearance x1 (+1.0)
3323,G. Higua\u00edn,Forward,progression,final_third_entry x3 (+9.0); pass_into_box x2 (+8.0); line_breaking x1 (+3.0)
3323,G. Higua\u00edn,Forward,recovery,interception x3 (+9.0); loose_ball_won x2 (+2.0); def_duel_lost x3 (-1.5)
3323,G. Higua\u00edn,Forward,retention,lost_ball x6 (-6.0); accurate_pass x31 (+3.1); att_duel_lost x4 (-2.0)
3323,G. Higua\u00edn,Forward,transition,counter_action x4 (+8.0)
25537,G. Krychowiak,Midfielder,chance_creation,pass_into_box x4 (+6.0); key_pass x1 (+4.0); accurate_cross x2 (+2.0)
25537,G. Krychowiak,Midfielder,finishing,goal x1 (+8.0); shot_blocked x1 (+0.0)
25537,G. Krychowiak,Midfielder,progression,final_third_entry x29 (+87.0); pass_into_box x4 (+16.0); forward_pass_small x85 (+12.8)
25537,G. Krychowiak,Midfielder,recovery,interception x11 (+33.0); def_duel_won x7 (+14.0); loose_ball_won x6 (+6.0)
25537,G. Krychowiak,Midfielder,retention,lost_ball x23 (-23.0); accurate_pass x145 (+14.5); att_duel_lost x2 (-1.0)
25537,G. Krychowiak,Midfielder,transition,counter_action x1 (+2.0)
86220,G. Mercado,Defender,chance_creation,assist x1 (+8.0); pass_into_box x1 (+1.5); accurate_cross x1 (+1.0)
86220,G. Mercado,Defender,defensive_disruption,sliding_tackle_won x1 (+2.5); clearance x1 (+1.5)
86220,G. Mercado,Defender,finishing,goal x1 (+8.0)
86220,G. Mercado,Defender,goal_protection,own_box_clearance x1 (+1.0)
86220,G. Mercado,Defender,progression,final_third_entry x6 (+18.0); forward_pass_small x70 (+10.5); pass_into_box x1 (+4.0)
86220,G. Mercado,Defender,recovery,interception x11 (+33.0); def_duel_won x6 (+12.0); def_duel_lost x14 (-7.0)
86220,G. Mercado,Defender,retention,lost_ball x21 (-21.0); accurate_pass x142 (+14.2); att_duel_lost x1 (-0.5)
25816,G. Ochoa,Goalkeeper,defensive_disruption,clearance x1 (+1.5)
25816,G. Ochoa,Goalkeeper,goal_protection,reflex_save x16 (+80.0); save x17 (+68.0); own_box_clearance x1 (+1.0)
25816,G. Ochoa,Goalkeeper,progression,forward_pass_small x54 (+8.1); final_third_entry x2 (+6.0); failed_progressive x4 (-1.6)
25816,G. Ochoa,Goalkeeper,recovery,interception x6 (+18.0)
25816,G. Ochoa,Goalkeeper,retention,lost_ball x10 (-10.0); accurate_pass x54 (+5.4)
25816,G. Ochoa,Goalkeeper,transition,keeper_launch x18 (+27.0)
14749,G. Sakai,Defender,chance_creation,pass_into_box x1 (+1.5); accurate_cross x1 (+1.0)
14749,G. Sakai,Defender,finishing,shot_on_target x1 (+2.0)
14749,G. Sakai,Defender,progression,pass_into_box x1 (+4.0); final_third_entry x1 (+3.0); failed_progressive x2 (-0.8)
14749,G. Sakai,Defender,recovery,interception x1 (+3.0); loose_ball_won x1 (+1.0); def_duel_lost x1 (-0.5)
14749,G. Sakai,Defender,retention,lost_ball x2 (-2.0); accurate_pass x14 (+1.4); att_duel_lost x2 (-1.0)
14749,G. Sakai,Defender,transition,counter_action x1 (+2.0)
94814,G. Sh\u014dji,Defender,defensive_disruption,clearance x12 (+18.0)
94814,G. Sh\u014dji,Defender,finishing,shot_off_target x1 (-0.3)
94814,G. Sh\u014dji,Defender,goal_protection,own_box_clearance x8 (+8.0)
94814,G. Sh\u014dji,Defender,progression,final_third_entry x24 (+72.0); forward_pass_small x122 (+18.3); line_breaking x1 (+3.0)
94814,G. Sh\u014dji,Defender,recovery,interception x6 (+18.0); def_duel_won x5 (+10.0); loose_ball_won x4 (+4.0)
94814,G. Sh\u014dji,Defender,retention,accurate_pass x157 (+15.7); lost_ball x10 (-10.0)
94814,G. Sh\u014dji,Defender,transition,counter_action x1 (+2.0)
94828,G. Shibasaki,Midfielder,chance_creation,pass_into_box x7 (+10.5); key_pass x2 (+8.0); assist x1 (+8.0)
94828,G. Shibasaki,Midfielder,defensive_disruption,clearance x9 (+13.5); sliding_tackle_won x2 (+5.0)
94828,G. Shibasaki,Midfielder,goal_protection,own_box_clearance x7 (+7.0)
94828,G. Shibasaki,Midfielder,progression,final_third_entry x32 (+96.0); pass_into_box x7 (+28.0); forward_pass_small x109 (+16.4)
94828,G. Shibasaki,Midfielder,recovery,interception x22 (+66.0); def_duel_won x5 (+10.0); loose_ball_won x9 (+9.0)
94828,G. Shibasaki,Midfielder,retention,lost_ball x30 (-30.0); accurate_pass x198 (+19.8); att_duel_lost x1 (-0.5)
94828,G. Shibasaki,Midfielder,transition,counter_action x3 (+6.0)
77558,G. Sigur\u00f0sson,Midfielder,chance_creation,key_pass x3 (+12.0); accurate_cross x5 (+5.0); pass_into_box x2 (+3.0)
77558,G. Sigur\u00f0sson,Midfielder,finishing,shot_on_target x2 (+4.0); shot_off_target x3 (-0.9)
77558,G. Sigur\u00f0sson,Midfielder,progression,final_third_entry x17 (+51.0); line_breaking x6 (+18.0); pass_into_box x2 (+8.0)
77558,G. Sigur\u00f0sson,Midfielder,recovery,interception x10 (+30.0); def_duel_won x6 (+12.0); def_duel_lost x17 (-8.5)
77558,G. Sigur\u00f0sson,Midfielder,retention,lost_ball x18 (-18.0); accurate_pass x71 (+7.1); att_duel_lost x13 (-6.5)
77558,G. Sigur\u00f0sson,Midfielder,transition,counter_action x6 (+12.0)
32798,G. Svensson,Midfielder,defensive_disruption,clearance x6 (+9.0); sliding_tackle_won x2 (+5.0)
32798,G. Svensson,Midfielder,goal_protection,own_box_clearance x6 (+6.0)
32798,G. Svensson,Midfielder,progression,final_third_entry x2 (+6.0); forward_pass_small x13 (+1.9); failed_progressive x1 (-0.4)
32798,G. Svensson,Midfielder,recovery,interception x9 (+27.0); def_duel_won x3 (+6.0); loose_ball_won x3 (+3.0)
32798,G. Svensson,Midfielder,retention,accurate_pass x23 (+2.3); lost_ball x1 (-1.0)
116997,G. Torres,Forward,finishing,shot_on_target x1 (+2.0)
116997,G. Torres,Forward,progression,final_third_entry x2 (+6.0); forward_pass_small x2 (+0.3)
116997,G. Torres,Forward,recovery,interception x2 (+6.0); def_duel_won x1 (+2.0); def_duel_lost x2 (-1.0)
116997,G. Torres,Forward,retention,lost_ball x2 (-2.0); att_duel_lost x2 (-1.0); accurate_pass x10 (+1.0)
116166,G. Varela,Defender,chance_creation,pass_into_box x3 (+4.5); accurate_cross x1 (+1.0)
116166,G. Varela,Defender,defensive_disruption,clearance x1 (+1.5)
116166,G. Varela,Defender,goal_protection,own_box_clearance x1 (+1.0)
116166,G. Varela,Defender,progression,final_third_entry x16 (+48.0); pass_into_box x3 (+12.0); forward_pass_small x53 (+8.0)
116166,G. Varela,Defender,recovery,interception x6 (+18.0); def_duel_won x2 (+4.0); def_duel_lost x5 (-2.5)
116166,G. Varela,Defender,retention,accurate_pass x91 (+9.1); lost_ball x6 (-6.0); att_duel_lost x2 (-1.0)
49876,G. Xhaka,Midfielder,chance_creation,pass_into_box x1 (+1.5); accurate_cross x1 (+1.0)
49876,G. Xhaka,Midfielder,defensive_disruption,clearance x7 (+10.5)
49876,G. Xhaka,Midfielder,finishing,goal x1 (+8.0); shot_off_target x2 (-0.6); shot_blocked x1 (+0.0)
49876,G. Xhaka,Midfielder,goal_protection,own_box_clearance x6 (+6.0)
49876,G. Xhaka,Midfielder,progression,final_third_entry x40 (+120.0); forward_pass_small x163 (+24.4); failed_progressive x16 (-6.4)
49876,G. Xhaka,Midfielder,recovery,interception x15 (+45.0); def_duel_lost x20 (-10.0); loose_ball_won x2 (+2.0)
49876,G. Xhaka,Midfielder,retention,accurate_pass x306 (+30.6); lost_ball x26 (-26.0); att_duel_lost x2 (-1.0)
49876,G. Xhaka,Midfielder,transition,counter_action x3 (+6.0)
8297,G. dos Santos,Forward,recovery,interception x1 (+3.0); def_duel_lost x1 (-0.5)
8297,G. dos Santos,Forward,retention,lost_ball x1 (-1.0); att_duel_lost x1 (-0.5); accurate_pass x3 (+0.3)
340386,Gabriel Jesus,Forward,chance_creation,key_pass x2 (+8.0); assist x1 (+8.0); pass_into_box x2 (+3.0)
340386,Gabriel Jesus,Forward,defensive_disruption,clearance x2 (+3.0)
340386,Gabriel Jesus,Forward,finishing,shot_on_target x1 (+2.0); shot_off_target x3 (-0.9); shot_blocked x4 (+0.0)
340386,Gabriel Jesus,Forward,goal_protection,own_box_clearance x2 (+2.0)
340386,Gabriel Jesus,Forward,progression,final_third_entry x5 (+15.0); line_breaking x3 (+9.0); pass_into_box x2 (+8.0)
340386,Gabriel Jesus,Forward,recovery,interception x14 (+42.0); def_duel_won x8 (+16.0); loose_ball_won x7 (+7.0)
340386,Gabriel Jesus,Forward,retention,lost_ball x19 (-19.0); accurate_pass x72 (+7.2); att_duel_lost x13 (-6.5)
340386,Gabriel Jesus,Forward,transition,counter_action x8 (+16.0)
227059,Gelson Martins,Forward,progression,forward_pass_small x1 (+0.1)
227059,Gelson Martins,Forward,recovery,interception x1 (+3.0); def_duel_won x1 (+2.0); def_duel_lost x1 (-0.5)
227059,Gelson Martins,Forward,retention,att_duel_lost x3 (-1.5); lost_ball x1 (-1.0); accurate_pass x8 (+0.8)
237034,Gon\u00e7alo Guedes,Forward,chance_creation,key_pass x1 (+4.0); pass_into_box x1 (+1.5)
237034,Gon\u00e7alo Guedes,Forward,defensive_disruption,sliding_tackle_won x1 (+2.5); clearance x1 (+1.5)
237034,Gon\u00e7alo Guedes,Forward,finishing,shot_on_target x1 (+2.0); shot_blocked x3 (+0.0)
237034,Gon\u00e7alo Guedes,Forward,goal_protection,own_box_clearance x1 (+1.0)
237034,Gon\u00e7alo Guedes,Forward,progression,final_third_entry x4 (+12.0); forward_carry x4 (+6.0); pass_into_box x1 (+4.0)
237034,Gon\u00e7alo Guedes,Forward,recovery,interception x5 (+15.0); def_duel_won x5 (+10.0); def_duel_lost x6 (-3.0)
237034,Gon\u00e7alo Guedes,Forward,retention,lost_ball x7 (-7.0); accurate_pass x54 (+5.4); att_duel_lost x7 (-3.5)
237034,Gon\u00e7alo Guedes,Forward,transition,counter_action x2 (+4.0)
112777,H. Ayala,Defender,defensive_disruption,clearance x10 (+15.0); sliding_tackle_won x2 (+5.0)
112777,H. Ayala,Defender,goal_protection,own_box_clearance x7 (+7.0)
112777,H. Ayala,Defender,progression,final_third_entry x4 (+12.0); forward_pass_small x40 (+6.0); failed_progressive x2 (-0.8)
112777,H. Ayala,Defender,recovery,interception x11 (+33.0); def_duel_won x6 (+12.0); def_duel_lost x5 (-2.5)
112777,H. Ayala,Defender,retention,lost_ball x8 (-8.0); accurate_pass x58 (+5.8)
112777,H. Ayala,Defender,transition,counter_action x2 (+4.0)
116293,H. Cummings,Defender,defensive_disruption,clearance x1 (+1.5)
116293,H. Cummings,Defender,goal_protection,own_box_clearance x1 (+1.0)
116293,H. Cummings,Defender,progression,failed_progressive x3 (-1.2); forward_pass_small x8 (+1.2)
116293,H. Cummings,Defender,recovery,interception x2 (+6.0); def_duel_won x2 (+4.0); def_duel_lost x1 (-0.5)
116293,H. Cummings,Defender,retention,lost_ball x5 (-5.0); accurate_pass x11 (+1.1)
56394,H. Dalsgaard,Defender,chance_creation,pass_into_box x4 (+6.0); key_pass x1 (+4.0); accurate_cross x2 (+2.0)
56394,H. Dalsgaard,Defender,defensive_disruption,clearance x16 (+24.0)
56394,H. Dalsgaard,Defender,goal_protection,own_box_clearance x14 (+14.0)
56394,H. Dalsgaard,Defender,progression,final_third_entry x18 (+54.0); pass_into_box x4 (+16.0); forward_pass_small x64 (+9.6)
56394,H. Dalsgaard,Defender,recovery,interception x27 (+81.0); def_duel_won x9 (+18.0); def_duel_lost x20 (-10.0)
56394,H. Dalsgaard,Defender,retention,lost_ball x29 (-29.0); accurate_pass x105 (+10.5); att_duel_lost x1 (-0.5)
56394,H. Dalsgaard,Defender,transition,counter_action x2 (+4.0)
57226,H. Halld\u00f3rsson,Goalkeeper,defensive_disruption,clearance x2 (+3.0)
57226,H. Halld\u00f3rsson,Goalkeeper,goal_protection,reflex_save x7 (+35.0); save x7 (+28.0); own_box_clearance x2 (+2.0)
57226,H. Halld\u00f3rsson,Goalkeeper,progression,final_third_entry x12 (+36.0); forward_pass_small x34 (+5.1); failed_progressive x3 (-1.2)
57226,H. Halld\u00f3rsson,Goalkeeper,recovery,interception x4 (+12.0); def_duel_lost x1 (-0.5)
57226,H. Halld\u00f3rsson,Goalkeeper,retention,lost_ball x9 (-9.0); accurate_pass x34 (+3.4)
57226,H. Halld\u00f3rsson,Goalkeeper,transition,keeper_launch x21 (+31.5)
112459,H. Herrera,Midfielder,chance_creation,pass_into_box x9 (+13.5); accurate_cross x4 (+4.0)
112459,H. Herrera,Midfielder,defensive_disruption,sliding_tackle_won x2 (+5.0); clearance x1 (+1.5)
112459,H. Herrera,Midfielder,finishing,shot_on_target x2 (+4.0); shot_off_target x1 (-0.3); shot_blocked x1 (+0.0)
112459,H. Herrera,Midfielder,goal_protection,own_box_clearance x1 (+1.0)
112459,H. Herrera,Midfielder,progression,final_third_entry x32 (+96.0); pass_into_box x9 (+36.0); forward_pass_small x100 (+15.0)
112459,H. Herrera,Midfielder,recovery,interception x19 (+57.0); def_duel_won x9 (+18.0); def_duel_lost x30 (-15.0)
112459,H. Herrera,Midfielder,retention,lost_ball x27 (-27.0); accurate_pass x173 (+17.3); att_duel_lost x10 (-5.0)
112459,H. Herrera,Midfielder,transition,counter_action x12 (+24.0)
8717,H. Kane,Forward,chance_creation,pass_into_box x9 (+13.5); key_pass x2 (+8.0); accurate_cross x2 (+2.0)
8717,H. Kane,Forward,defensive_disruption,clearance x1 (+1.5)
8717,H. Kane,Forward,finishing,goal x3 (+24.0); shot_off_target x7 (-2.1); shot_blocked x1 (+0.0)
8717,H. Kane,Forward,goal_protection,own_box_clearance x1 (+1.0)
8717,H. Kane,Forward,progression,final_third_entry x18 (+54.0); pass_into_box x9 (+36.0); line_breaking x7 (+21.0)
8717,H. Kane,Forward,recovery,interception x14 (+42.0); loose_ball_won x11 (+11.0); def_duel_lost x3 (-1.5)
8717,H. Kane,Forward,retention,lost_ball x23 (-23.0); accurate_pass x94 (+9.4); att_duel_lost x15 (-7.5)
8717,H. Kane,Forward,transition,counter_action x3 (+6.0)
25381,H. Lloris,Goalkeeper,defensive_disruption,clearance x5 (+7.5)
25381,H. Lloris,Goalkeeper,goal_protection,reflex_save x11 (+55.0); save x5 (+20.0); own_box_clearance x4 (+4.0)
25381,H. Lloris,Goalkeeper,progression,final_third_entry x13 (+39.0); forward_pass_small x76 (+11.4); failed_progressive x3 (-1.2)
25381,H. Lloris,Goalkeeper,recovery,interception x7 (+21.0)
25381,H. Lloris,Goalkeeper,retention,lost_ball x10 (-10.0); accurate_pass x76 (+7.6); att_duel_lost x1 (-0.5)
25381,H. Lloris,Goalkeeper,transition,keeper_launch x40 (+60.0)
295156,H. Lozano,Forward,chance_creation,assist x1 (+8.0); pass_into_box x4 (+6.0); key_pass x1 (+4.0)
295156,H. Lozano,Forward,defensive_disruption,sliding_tackle_won x1 (+2.5); clearance x1 (+1.5)
295156,H. Lozano,Forward,finishing,goal x1 (+8.0); shot_on_target x1 (+2.0); shot_off_target x4 (-1.2)
295156,H. Lozano,Forward,progression,pass_into_box x4 (+16.0); forward_carry x6 (+9.0); final_third_entry x3 (+9.0)
295156,H. Lozano,Forward,recovery,interception x12 (+36.0); def_duel_won x3 (+6.0); loose_ball_won x5 (+5.0)
295156,H. Lozano,Forward,retention,lost_ball x16 (-16.0); accurate_pass x72 (+7.2); att_duel_lost x12 (-6.0)
295156,H. Lozano,Forward,transition,counter_action x12 (+24.0)
135207,H. Magn\u00fasson,Defender,defensive_disruption,clearance x12 (+18.0); sliding_tackle_won x1 (+2.5)
135207,H. Magn\u00fasson,Defender,finishing,shot_off_target x1 (-0.3); shot_blocked x1 (+0.0)
135207,H. Magn\u00fasson,Defender,goal_protection,own_box_clearance x10 (+10.0)
135207,H. Magn\u00fasson,Defender,progression,final_third_entry x4 (+12.0); forward_pass_small x27 (+4.0); failed_progressive x9 (-3.6)
135207,H. Magn\u00fasson,Defender,recovery,interception x21 (+63.0); def_duel_won x7 (+14.0); def_duel_lost x10 (-5.0)
135207,H. Magn\u00fasson,Defender,retention,lost_ball x30 (-30.0); accurate_pass x37 (+3.7); att_duel_lost x2 (-1.0)
8653,H. Maguire,Defender,chance_creation,pass_into_box x4 (+6.0); accurate_cross x1 (+1.0)
8653,H. Maguire,Defender,defensive_disruption,clearance x7 (+10.5)
8653,H. Maguire,Defender,finishing,goal x1 (+8.0); shot_on_target x2 (+4.0); shot_off_target x7 (-2.1)
8653,H. Maguire,Defender,goal_protection,own_box_clearance x4 (+4.0)
8653,H. Maguire,Defender,progression,final_third_entry x45 (+135.0); forward_pass_small x249 (+37.3); pass_into_box x4 (+16.0)
8653,H. Maguire,Defender,recovery,interception x31 (+93.0); loose_ball_won x18 (+18.0); def_duel_won x6 (+12.0)
8653,H. Maguire,Defender,retention,accurate_pass x369 (+36.9); lost_ball x28 (-28.0); dangerous_lost x1 (-3.0)
8653,H. Maguire,Defender,transition,counter_action x1 (+2.0)
3795,H. Moreno,Defender,chance_creation,key_pass x1 (+4.0)
3795,H. Moreno,Defender,defensive_disruption,clearance x4 (+6.0); sliding_tackle_won x1 (+2.5)
3795,H. Moreno,Defender,finishing,shot_on_target x1 (+2.0)
3795,H. Moreno,Defender,goal_protection,own_box_clearance x4 (+4.0)
3795,H. Moreno,Defender,progression,final_third_entry x17 (+51.0); forward_pass_small x75 (+11.3); line_breaking x1 (+3.0)
3795,H. Moreno,Defender,recovery,interception x13 (+39.0); def_duel_won x3 (+6.0); loose_ball_won x3 (+3.0)
3795,H. Moreno,Defender,retention,lost_ball x17 (-17.0); accurate_pass x114 (+11.4)
3795,H. Moreno,Defender,transition,counter_action x3 (+6.0)
293080,H. Nagguez,Defender,chance_creation,assist x1 (+8.0); accurate_cross x3 (+3.0); pass_into_box x2 (+3.0)
293080,H. Nagguez,Defender,progression,final_third_entry x6 (+18.0); pass_into_box x2 (+8.0); forward_pass_small x28 (+4.2)
293080,H. Nagguez,Defender,recovery,interception x3 (+9.0); def_duel_won x3 (+6.0); def_duel_lost x6 (-3.0)
293080,H. Nagguez,Defender,retention,lost_ball x17 (-17.0); accurate_pass x65 (+6.5); att_duel_lost x2 (-1.0)
